LeadID,Date,MarketingChannel,Impressions,Clicks,LeadsGenerated,Conversions,Revenue
2292,2023-03-04,Facebook,3493,2900,472,218,68670
2293,2023-12-20,Organic,9850,7958,2820,2489,2401885
2294,2023-05-09,Email,9350,5320,986,476,277984
2295,2023-05-25,Facebook,3789,3467,1360,124,87916
2296,2023-09-11,LinkedIn,5107,5098,2277,1017,636642
2297,2023-12-08,Organic,5840,3440,2595,1043,639359
2298,2023-01-21,LinkedIn,4525,3410,2060,898,417570
2299,2023-05-08,Facebook,5637,4682,89,39,9711
2300,2023-09-04,Organic,5327,4553,544,332,100928
2301,2023-05-08,Google Ads,2105,1422,1374,1070,758630
2302,2023-03-12,Google Ads,4169,1386,358,311,34832
2303,2023-11-29,LinkedIn,4019,3523,2758,2289,1048362
2304,2023-08-18,Organic,5691,452,312,228,175788
2305,2023-11-06,LinkedIn,5176,5093,628,274,220570
2306,2023-09-24,LinkedIn,5716,791,458,204,111384
2307,2023-10-12,Google Ads,1868,1242,1060,95,66880
2308,2023-11-26,LinkedIn,7074,597,144,71,43026
2309,2023-11-07,Google Ads,9993,2823,755,199,63083
2310,2023-08-07,LinkedIn,7802,3331,2948,1916,1368024
2311,2023-07-09,Organic,4735,3310,151,27,7803
2312,2023-10-02,Email,7541,1611,960,671,582428
2313,2023-06-08,Organic,8362,5989,1407,2,468
2314,2023-09-18,Facebook,1148,905,181,18,2502
2315,2023-09-07,LinkedIn,2388,2149,287,129,110037
2316,2023-05-21,Google Ads,9418,841,312,86,79464
2317,2023-12-07,Google Ads,7886,303,182,9,8235
2318,2023-02-25,Facebook,3829,477,213,6,1914
2319,2023-11-16,Facebook,2400,1867,1810,10,9780
2320,2023-03-04,Email,4362,1168,526,461,289047
2321,2023-04-20,Email,6346,4629,4391,1753,1141203
2322,2023-03-23,Organic,8666,1968,1160,157,106760
2323,2023-04-07,Google Ads,6850,4157,2363,1730,807910
2324,2023-09-02,Email,2111,1626,1163,323,207689
2325,2023-11-01,LinkedIn,1108,686,304,64,54848
2326,2023-08-18,Email,4957,3999,3004,2237,1324304
2327,2023-03-09,Email,7071,2614,2575,1657,821872
2328,2023-01-26,Facebook,7466,5391,3658,2625,540750
2329,2023-03-13,LinkedIn,3531,2716,1501,227,190453
2330,2023-08-03,LinkedIn,1854,294,180,80,50880
2331,2023-02-01,Email,7829,1736,384,13,8424
2332,2023-01-05,Organic,2622,248,228,50,15500
2333,2023-02-25,Facebook,2234,2174,441,48,20160
2334,2023-09-03,LinkedIn,9801,3502,2349,1984,367040
2335,2023-09-22,LinkedIn,4476,855,11,2,1990
2336,2023-12-24,Google Ads,6350,2094,873,673,145368
2337,2023-10-24,Organic,7778,6429,3554,1129,152415
2338,2023-07-17,Google Ads,3118,1310,677,323,114019
2339,2023-11-18,Facebook,7858,5752,3443,822,261396
2340,2023-05-16,Organic,6532,5852,3193,2097,1474191
2341,2023-09-02,LinkedIn,4936,3635,401,129,89139
2342,2023-05-18,Google Ads,8580,8339,6185,3917,1182934
2343,2023-11-02,Facebook,2665,1119,1059,982,981018
2344,2023-07-05,Google Ads,4190,102,40,15,13905
2345,2023-11-05,Organic,4052,3977,2963,1804,640420
2346,2023-02-04,Organic,3061,2934,2152,1921,827951
2347,2023-06-16,Email,6558,3107,404,172,55040
2348,2023-11-02,Google Ads,1044,383,216,202,120392
2349,2023-03-07,Email,3435,1379,360,35,19915
2350,2023-07-30,Email,3663,3548,290,179,124405
2351,2023-01-09,Email,1754,264,189,176,135872
2352,2023-10-04,Google Ads,1112,546,473,123,41697
2353,2023-04-06,Google Ads,1912,909,571,133,108129
2354,2023-04-17,LinkedIn,5178,5046,2951,350,270900
2355,2023-11-19,Google Ads,6702,5146,3274,36,7884
2356,2023-06-20,Google Ads,5977,1340,669,390,233610
2357,2023-07-30,Organic,8829,3454,425,38,23142
2358,2023-09-11,Facebook,8379,3721,1839,1268,152160
2359,2023-06-21,Organic,8672,1844,960,857,295665
2360,2023-07-29,Facebook,2154,1815,393,8,7552
2361,2023-04-13,Email,9373,4222,113,57,29184
2362,2023-10-06,Google Ads,5079,2999,1752,282,256902
2363,2023-08-15,Facebook,5612,4617,3546,320,305280
2364,2023-05-21,Organic,1695,1423,1193,70,32410
2365,2023-08-09,Google Ads,1693,1610,627,72,69192
2366,2023-12-23,Organic,3604,374,142,106,87768
2367,2023-06-16,Google Ads,5238,4506,2403,203,155092
2368,2023-11-04,Organic,2266,351,302,239,49951
2369,2023-11-25,LinkedIn,7664,3600,257,174,167388
2370,2023-07-15,Google Ads,2609,1912,1293,453,306681
2371,2023-01-05,LinkedIn,8446,6769,2027,385,172865
2372,2023-06-20,Organic,9443,566,448,84,51996
2373,2023-06-09,Google Ads,1124,693,610,273,52689
2374,2023-06-14,Organic,4472,4387,3850,1555,1040295
2375,2023-11-18,LinkedIn,4270,3105,2892,2220,1567320
2376,2023-08-20,Email,1494,1220,180,18,9486
2377,2023-01-29,Google Ads,5812,487,447,389,264131
2378,2023-08-19,Google Ads,9873,1865,961,501,130761
2379,2023-08-03,Organic,3709,1651,663,182,125944
2380,2023-06-09,LinkedIn,5853,1315,992,962,108706
2381,2023-10-21,Organic,9220,342,72,37,19129
2382,2023-12-23,Google Ads,2960,2889,1464,343,63112
2383,2023-07-11,Organic,6538,6366,3189,773,82711
2384,2023-01-04,Google Ads,9181,791,134,4,1956
2385,2023-10-21,Email,9838,4963,2912,2641,427842
2386,2023-08-26,Organic,5687,3120,465,150,104550
2387,2023-02-06,Facebook,5481,1322,1239,568,364088
2388,2023-04-07,LinkedIn,9830,5369,2272,1124,723856
2389,2023-01-17,Organic,7393,2618,1207,1110,664890
2390,2023-04-12,Facebook,7356,2481,306,286,61490
2391,2023-02-28,Email,8202,1144,460,456,161880
2392,2023-04-23,Google Ads,7214,5594,1355,1164,828768
2393,2023-12-11,Google Ads,3042,2426,1440,529,384583
2394,2023-03-13,LinkedIn,5150,2012,2010,1078,693154
2395,2023-02-23,LinkedIn,8626,6944,878,199,152832
2396,2023-09-25,Organic,4367,1533,123,53,14045
2397,2023-07-26,Email,6667,6227,3521,2310,956340
2398,2023-01-04,Google Ads,1076,742,742,288,284544
2399,2023-03-27,LinkedIn,8525,3975,1920,1269,889569
2400,2023-11-11,Facebook,2193,944,304,195,151515
2401,2023-12-09,Google Ads,2181,1861,1341,306,129438
2402,2023-04-11,LinkedIn,9485,1020,453,1,709
2403,2023-10-16,Email,5366,875,479,463,367622
2404,2023-03-27,Email,2013,1701,488,245,131810
2405,2023-12-31,Email,5537,5402,5150,1717,540855
2406,2023-02-06,Facebook,6971,2265,299,298,95658
2407,2023-04-04,Google Ads,1300,1051,368,142,84064
2408,2023-06-27,Email,9166,2368,1396,727,633217
2409,2023-03-19,Organic,5853,5586,5044,4174,1836560
2410,2023-01-21,Facebook,9656,8206,2209,593,298279
2411,2023-12-27,Email,3716,3441,2943,2426,334788
2412,2023-03-26,Organic,9215,4145,4012,902,187616
2413,2023-08-07,LinkedIn,1997,1683,1195,728,307216
2414,2023-11-29,Facebook,3320,2921,2700,1170,891540
2415,2023-11-17,LinkedIn,1547,200,186,31,12710
2416,2023-02-12,LinkedIn,4274,2101,347,101,36663
2417,2023-05-15,Organic,7093,363,118,15,6180
2418,2023-03-22,Facebook,3079,1759,1422,1391,253162
2419,2023-01-13,Organic,6702,4167,2941,436,67580
2420,2023-09-09,Organic,8954,6959,1030,548,189060
2421,2023-08-09,Organic,3358,2467,1893,535,352030
2422,2023-11-21,Email,1064,601,106,53,40757
2423,2023-08-02,Facebook,1214,451,134,27,11610
2424,2023-05-09,Email,2961,2664,2036,510,408510
2425,2023-11-11,Organic,4022,2849,1769,301,107758
2426,2023-05-27,Google Ads,5571,4458,1154,1116,465372
2427,2023-01-03,Facebook,8846,7438,6873,3922,2439484
2428,2023-06-22,Google Ads,1534,1348,360,147,41307
2429,2023-03-07,Organic,4744,1380,1156,957,509124
2430,2023-10-08,Email,5538,1485,224,136,94384
2431,2023-01-03,Google Ads,7242,5169,5018,487,347231
2432,2023-02-08,Facebook,9671,4679,1077,760,82840
2433,2023-10-22,LinkedIn,2567,2346,1474,122,20618
2434,2023-09-05,Google Ads,7820,736,384,101,85951
2435,2023-08-02,Google Ads,7312,2661,2358,1015,535920
2436,2023-03-25,LinkedIn,2015,801,60,53,28408
2437,2023-12-09,Email,6623,6266,2252,646,277134
2438,2023-11-20,Organic,7370,3452,2385,1492,580388
2439,2023-11-13,LinkedIn,3706,2896,864,574,506268
2440,2023-01-08,Facebook,8415,2747,1374,1286,550408
2441,2023-05-31,Facebook,3215,594,278,260,200980
2442,2023-11-09,Google Ads,4887,4479,37,13,5187
2443,2023-12-12,Facebook,6265,5039,1385,120,37800
2444,2023-10-26,Organic,5086,761,145,128,102272
2445,2023-10-14,Google Ads,8301,3894,2610,1172,1159108
2446,2023-12-07,LinkedIn,7672,3475,3400,16,7600
2447,2023-01-05,Email,2009,934,487,19,9956
2448,2023-10-16,Email,6035,3560,1798,324,248832
2449,2023-09-19,Email,9634,1285,243,88,77352
2450,2023-06-17,Email,1534,317,197,156,116688
2451,2023-01-04,Facebook,9724,315,82,73,24893
2452,2023-04-29,Facebook,1979,1075,288,224,44128
2453,2023-08-08,Email,3997,1062,331,218,64310
2454,2023-01-26,Email,3641,2284,1853,1687,1135351
2455,2023-06-05,Facebook,4572,3428,575,538,233492
2456,2023-10-22,Email,7114,4885,2385,1328,579008
2457,2023-11-25,Email,6650,1498,786,490,229810
2458,2023-09-26,Email,9957,6203,5450,2468,1006944
2459,2023-11-03,LinkedIn,7019,1720,1406,993,107244
2460,2023-11-12,LinkedIn,4962,4090,1990,1508,735904
2461,2023-08-12,Organic,8676,7680,4791,3327,728613
2462,2023-12-10,Organic,9005,519,211,138,70932
2463,2023-12-06,LinkedIn,3127,2644,51,10,4390
2464,2023-04-06,Google Ads,8265,8137,4947,2415,1057770
2465,2023-11-13,Organic,5381,809,360,45,33885
2466,2023-06-28,Email,4951,3463,3102,2303,502054
2467,2023-01-03,LinkedIn,5403,4436,1851,1367,381393
2468,2023-11-18,Organic,1467,1424,744,391,115736
2469,2023-02-26,Email,7248,6056,2221,1774,1334048
2470,2023-01-07,Organic,6801,6405,1952,847,334565
2471,2023-02-06,Facebook,8111,3721,3392,2810,2545860
2472,2023-11-04,LinkedIn,5211,1351,405,283,251870
2473,2023-03-31,Google Ads,1697,1044,156,103,73954
2474,2023-11-26,Organic,6652,3979,2280,1972,1619012
2475,2023-01-10,LinkedIn,5340,2293,793,275,43725
2476,2023-07-21,Email,5700,3044,2423,984,492000
2477,2023-06-01,Facebook,8327,5599,5054,4266,2154330
2478,2023-05-19,Organic,4009,1424,129,19,3382
2479,2023-07-31,LinkedIn,9285,8943,7178,1838,850994
2480,2023-02-11,Facebook,8985,8782,8658,2476,871552
2481,2023-06-13,Email,3936,912,246,151,33220
2482,2023-01-31,LinkedIn,4949,1850,1216,1193,955593
2483,2023-06-02,Google Ads,2094,1807,27,18,6336
2484,2023-07-12,Organic,4288,3929,302,30,23520
2485,2023-05-17,Facebook,6571,3276,153,95,21090
2486,2023-04-22,LinkedIn,2480,404,51,14,13300
2487,2023-01-27,Facebook,8628,7729,7590,378,254394
2488,2023-01-18,LinkedIn,4208,3369,182,83,39674
2489,2023-02-06,Email,5642,825,772,661,136166
2490,2023-04-13,Organic,2009,1188,473,358,171124
2491,2023-09-16,Google Ads,8437,5311,2618,487,148535
2492,2023-06-23,Email,8750,5069,3879,209,184338
2493,2023-03-09,Google Ads,9132,4756,1639,530,312700
2494,2023-03-27,Google Ads,7899,6105,997,989,646806
2495,2023-03-31,Facebook,2335,1556,1506,1324,722904
2496,2023-04-28,Email,9434,4569,1807,702,375570
2497,2023-08-03,Google Ads,1526,698,539,447,282057
2498,2023-05-03,Email,1913,796,168,2,232
2499,2023-03-22,LinkedIn,4889,1193,967,557,489603
2500,2023-04-04,Email,7091,2402,1937,507,431964
2501,2023-10-01,Organic,1514,1256,878,514,148546
2502,2023-05-16,Facebook,8365,4411,163,80,48560
2503,2023-08-01,Email,5520,227,182,45,33075
2504,2023-03-08,Facebook,8388,3201,850,77,34881
2505,2023-12-29,Facebook,9932,5699,4802,3559,868396
2506,2023-03-15,Google Ads,5766,2050,2046,1621,1405407
2507,2023-03-15,Facebook,9897,8165,1493,223,119082
2508,2023-11-11,LinkedIn,5602,5095,3305,944,686288
2509,2023-10-18,Organic,4367,4277,1195,746,397618
2510,2023-08-24,Google Ads,5948,5861,1776,1758,1139184
2511,2023-04-14,Organic,7059,2398,2222,474,51666
2512,2023-12-23,Email,9268,4334,2495,1286,460388
2513,2023-08-16,Email,2565,1265,293,10,9820
2514,2023-07-21,LinkedIn,7634,6981,2448,1874,1034448
2515,2023-11-04,Facebook,4105,236,81,78,38064
2516,2023-02-25,Organic,3712,1048,729,676,134524
2517,2023-09-20,Email,8584,3789,3673,443,177200
2518,2023-11-03,Facebook,4889,3864,2801,566,56600
2519,2023-05-11,Facebook,1008,875,820,808,343400
2520,2023-01-01,LinkedIn,1870,883,735,186,101370
2521,2023-04-17,Google Ads,8058,1522,40,11,4246
2522,2023-06-30,Google Ads,6061,6038,2174,283,212816
2523,2023-07-02,Google Ads,6644,1575,1089,35,16205
2524,2023-07-17,Organic,9037,154,123,3,1362
2525,2023-06-06,Email,9447,7449,4468,2533,1730039
2526,2023-06-24,Organic,3982,2607,825,328,67240
2527,2023-08-25,Email,8822,2534,85,38,30742
2528,2023-01-16,Facebook,7558,5077,239,163,100245
2529,2023-11-15,Google Ads,2421,1626,426,315,34335
2530,2023-10-10,Organic,5663,2235,876,792,779328
2531,2023-09-27,Google Ads,9661,9043,1150,433,44599
2532,2023-12-03,Organic,9593,760,523,504,462168
2533,2023-04-21,LinkedIn,5851,411,289,43,29455
2534,2023-01-14,LinkedIn,8300,1051,1041,663,88842
2535,2023-08-18,Email,5000,301,73,61,7930
2536,2023-02-28,Organic,8029,4618,2005,1932,417312
2537,2023-11-05,LinkedIn,8851,2246,1829,1669,1051470
2538,2023-07-22,Facebook,5921,224,218,69,32844
2539,2023-03-31,LinkedIn,5439,1810,284,19,14630
2540,2023-06-17,Facebook,5268,921,751,183,25437
2541,2023-07-11,Organic,6518,5945,2135,645,130935
2542,2023-08-28,Facebook,7326,1661,1219,601,186310
2543,2023-05-28,LinkedIn,4653,833,770,122,55266
2544,2023-12-25,Organic,7995,1835,1668,883,122737
2545,2023-02-24,Google Ads,8418,1103,40,38,18088
2546,2023-08-09,Facebook,6430,169,32,11,9966
2547,2023-07-31,LinkedIn,3747,3367,1465,35,13510
2548,2023-08-18,Facebook,5988,5391,931,65,43095
2549,2023-11-17,LinkedIn,8589,2522,699,347,284193
2550,2023-01-02,Email,5987,4638,1804,449,95637
2551,2023-12-16,Organic,3090,827,350,214,133536
2552,2023-08-01,Facebook,1619,519,338,97,91277
2553,2023-05-23,Organic,8464,2106,1582,971,137882
2554,2023-06-12,Google Ads,7759,5360,2131,2101,2002253
2555,2023-10-15,Organic,9040,659,42,13,10348
2556,2023-10-13,Organic,8813,8361,1738,953,317349
2557,2023-05-02,Email,8775,3702,1815,1477,254044
2558,2023-03-27,Facebook,7082,2886,986,173,104146
2559,2023-06-14,LinkedIn,8360,1067,378,166,46978
2560,2023-10-13,Organic,1286,419,218,164,31816
2561,2023-09-25,Facebook,4322,762,306,205,46125
2562,2023-09-16,Google Ads,8850,3167,2018,1981,412048
2563,2023-11-06,Facebook,5021,4039,2817,1939,1907976
2564,2023-04-07,Organic,3579,630,304,282,181326
2565,2023-01-04,Google Ads,6595,932,707,59,27258
2566,2023-10-10,Email,7688,4252,511,198,42570
2567,2023-02-28,Email,2582,2148,353,284,166140
2568,2023-11-17,Facebook,9433,1247,107,12,10764
2569,2023-11-14,Organic,4135,3954,2947,952,812056
2570,2023-03-16,Email,1749,290,196,141,94329
2571,2023-07-18,LinkedIn,2822,218,83,25,18000
2572,2023-03-11,Organic,1344,1017,85,19,13072
2573,2023-01-02,Facebook,2283,883,750,614,104994
2574,2023-11-08,LinkedIn,6988,541,484,345,263580
2575,2023-11-01,Facebook,6204,810,805,248,93992
2576,2023-12-16,Google Ads,8423,3062,1880,1312,1309376
2577,2023-09-11,LinkedIn,1796,306,211,170,43520
2578,2023-08-27,LinkedIn,3260,3128,1967,1700,380800
2579,2023-05-08,LinkedIn,3900,2162,1347,455,344890
2580,2023-09-22,Email,7881,766,455,135,83970
2581,2023-05-10,Facebook,2137,125,84,7,4032
2582,2023-11-25,Organic,2975,1631,1120,1090,612580
2583,2023-01-16,Organic,3704,337,29,20,4100
2584,2023-05-09,Organic,2549,658,328,249,145167
2585,2023-12-22,Facebook,7940,1417,1251,627,190608
2586,2023-04-18,Organic,3867,2488,1127,442,358904
2587,2023-12-06,Organic,6711,6091,3765,430,255420
2588,2023-12-04,Google Ads,3251,1051,1046,131,49649
2589,2023-01-10,Email,5737,4710,3959,2324,248668
2590,2023-04-17,Facebook,2969,1351,1133,685,139740
2591,2023-04-14,LinkedIn,7598,7191,118,25,4150
2592,2023-07-05,Email,8267,1056,110,90,41850
2593,2023-08-19,Google Ads,4093,1112,784,544,112608
2594,2023-11-07,Organic,1709,1268,188,22,15004
2595,2023-09-17,Facebook,1377,662,340,239,37523
2596,2023-02-15,Email,2630,1854,329,2,1680
2597,2023-01-16,Facebook,6842,548,225,97,20467
2598,2023-01-20,Google Ads,6695,2371,2022,1523,1251906
2599,2023-08-11,Organic,9676,1032,361,250,231000
2600,2023-10-09,Google Ads,6247,1983,1288,677,445466
2601,2023-12-17,Facebook,3976,3583,2788,1884,1301844
2602,2023-04-30,LinkedIn,2351,1242,151,88,22880
2603,2023-12-31,LinkedIn,6130,1307,602,490,164150
2604,2023-08-11,Organic,5328,1107,465,446,328702
2605,2023-01-22,Google Ads,5633,368,261,174,21576
2606,2023-04-08,Facebook,8444,1877,708,565,132210
2607,2023-11-29,Facebook,8966,2943,2166,656,529392
2608,2023-12-21,Facebook,4943,4370,3276,1971,802197
2609,2023-08-01,Email,2145,2145,422,103,62727
2610,2023-01-23,Organic,9837,9372,8153,6732,4685472
2611,2023-09-09,Organic,6191,1662,334,36,31140
2612,2023-05-29,Google Ads,6737,4648,2605,730,358430
2613,2023-10-17,LinkedIn,7115,6380,4471,4296,726024
2614,2023-03-18,Facebook,2636,993,698,45,38565
2615,2023-09-26,Google Ads,5866,4342,732,671,356972
2616,2023-05-20,Facebook,5217,4131,3467,34,6834
2617,2023-04-29,Organic,7109,6413,4461,3975,3557625
2618,2023-11-02,Email,6875,4536,3889,2545,519180
2619,2023-07-23,Email,5904,5640,3335,3215,1816475
2620,2023-07-21,Google Ads,1668,359,266,201,40602
2621,2023-01-08,Facebook,9823,1838,360,86,11696
2622,2023-07-18,Email,8307,6920,4485,2352,898464
2623,2023-09-23,Organic,9800,4775,3517,963,441054
2624,2023-06-14,Email,8598,6124,3299,2540,370840
2625,2023-05-31,LinkedIn,7586,5068,1294,1184,253376
2626,2023-07-20,Organic,2185,252,109,94,31020
2627,2023-01-06,Email,5147,1770,445,87,62031
2628,2023-04-08,LinkedIn,9332,6433,3979,2407,1429758
2629,2023-03-09,Email,7995,2337,959,499,480537
2630,2023-03-30,LinkedIn,6794,3440,2188,1508,1476332
2631,2023-09-15,Facebook,3282,1136,218,105,34230
2632,2023-04-04,Google Ads,4775,2687,1669,978,415650
2633,2023-02-15,LinkedIn,6355,3249,3148,1139,362202
2634,2023-04-09,Email,3020,479,194,192,83712
2635,2023-05-07,Facebook,3397,2613,1460,1091,805158
2636,2023-09-04,Email,1415,337,211,152,38912
2637,2023-11-19,Organic,9058,438,396,159,148506
2638,2023-02-01,Google Ads,4402,1672,1004,780,200460
2639,2023-04-02,Facebook,1906,570,522,246,144894
2640,2023-05-08,Facebook,2657,201,136,100,75200
2641,2023-02-27,Google Ads,4968,4885,1176,796,747444
2642,2023-04-15,Facebook,3318,768,74,38,23066
2643,2023-05-19,Facebook,5155,4587,4120,1230,346860
2644,2023-08-11,Email,5697,5420,349,270,129330
2645,2023-05-31,Google Ads,7574,6776,6278,5179,3967114
2646,2023-08-31,Facebook,1267,711,532,90,76230
2647,2023-06-07,Email,8530,107,39,19,12635
2648,2023-07-13,Google Ads,5178,1923,428,296,284160
2649,2023-05-29,Facebook,7846,2940,30,14,9352
2650,2023-10-31,Google Ads,2181,2096,1390,864,304128
2651,2023-04-24,Facebook,8365,4337,813,389,200335
2652,2023-06-26,Organic,3606,311,47,1,259
2653,2023-08-07,Google Ads,2639,2381,1663,1197,719397
2654,2023-07-19,Google Ads,6060,4326,2114,1451,1363940
2655,2023-09-17,Google Ads,5255,4213,443,88,27896
2656,2023-01-19,LinkedIn,4588,790,53,2,1690
2657,2023-08-15,Email,9579,5175,2820,565,403410
2658,2023-03-13,Email,6569,483,292,136,45832
2659,2023-12-02,Facebook,6465,1849,1108,70,39760
2660,2023-07-18,LinkedIn,3803,1318,40,3,1866
2661,2023-02-07,LinkedIn,6764,6145,3949,1896,595344
2662,2023-09-06,Organic,9173,4158,2955,863,360734
2663,2023-07-25,LinkedIn,7176,4641,3295,432,64368
2664,2023-04-22,Email,6878,5116,1066,3,1608
2665,2023-11-22,Organic,3060,2170,1315,1191,807498
2666,2023-10-12,Email,5619,5031,5,1,211
2667,2023-03-03,LinkedIn,6074,1930,1422,176,55792
2668,2023-12-26,Google Ads,4612,3838,138,102,70788
2669,2023-02-25,LinkedIn,9086,3198,2761,1361,895538
2670,2023-01-21,Email,7264,3347,1164,1070,242890
2671,2023-10-28,Email,6424,4708,2997,2452,826324
2672,2023-05-24,Organic,8717,6611,3619,628,90432
2673,2023-10-21,LinkedIn,4697,202,132,78,57252
2674,2023-03-30,Email,9301,7854,5257,3652,2589268
2675,2023-05-27,Organic,4934,3030,2627,1766,628696
2676,2023-12-14,Organic,8050,4620,779,353,351941
2677,2023-12-16,Google Ads,6328,4327,2509,1633,1330895
2678,2023-07-19,Facebook,6274,2491,2043,905,234395
2679,2023-08-17,LinkedIn,1834,1378,559,547,401498
2680,2023-09-02,Organic,7463,3398,1687,89,21093
2681,2023-11-19,LinkedIn,9609,3742,3278,458,346706
2682,2023-05-09,Google Ads,3796,3083,1950,1527,380223
2683,2023-04-27,Organic,9868,4337,1420,497,474635
2684,2023-10-10,LinkedIn,3974,1718,1498,481,57239
2685,2023-06-03,Google Ads,3942,2553,2535,1481,263618
2686,2023-07-03,Facebook,8998,6685,3136,1579,1190566
2687,2023-12-25,Organic,5772,2760,1057,126,65016
2688,2023-04-09,Email,9634,5388,2811,1786,200032
2689,2023-05-30,Google Ads,6778,803,660,594,349866
2690,2023-06-09,LinkedIn,9277,1075,813,344,298592
2691,2023-03-23,Google Ads,5884,1257,1099,72,23040
2692,2023-04-12,Google Ads,2836,2471,1218,884,167960
2693,2023-09-15,Google Ads,5328,2964,1452,1133,850883
2694,2023-09-22,Email,3381,1785,1369,1156,219640
2695,2023-04-20,Google Ads,5914,3765,2112,1899,987480
2696,2023-12-13,LinkedIn,6689,2914,2246,339,256623
2697,2023-03-18,Facebook,8489,1805,1364,856,649704
2698,2023-08-23,Organic,7832,1602,980,419,278635
2699,2023-10-19,Facebook,6108,5704,2900,1545,928545
2700,2023-11-12,Organic,3044,1042,700,552,237360
2701,2023-11-11,Google Ads,1719,914,890,553,406455
2702,2023-12-20,Facebook,7601,2141,1718,744,524520
2703,2023-06-10,Email,1069,688,2,1,174
2704,2023-03-27,LinkedIn,7899,7337,5256,4419,3738474
2705,2023-06-25,Google Ads,8490,1535,744,194,97000
2706,2023-06-18,Facebook,8445,1185,978,445,283910
2707,2023-09-26,LinkedIn,2644,2591,778,596,550704
2708,2023-12-20,LinkedIn,2847,2385,2364,2207,1465448
2709,2023-05-04,Facebook,1426,194,133,66,29568
2710,2023-07-16,LinkedIn,6109,3485,2803,2515,1521575
2711,2023-09-18,LinkedIn,2716,1419,1248,1153,1138011
2712,2023-08-08,Facebook,7947,1742,1455,408,312936
2713,2023-08-30,Facebook,9755,8702,1487,1407,1202985
2714,2023-06-26,Facebook,7233,146,132,128,46976
2715,2023-03-27,LinkedIn,3869,1429,1237,599,170116
2716,2023-07-01,Google Ads,9369,9119,5170,1283,1212435
2717,2023-09-07,Facebook,5869,670,586,477,383031
2718,2023-06-08,Email,3731,2170,780,547,215518
2719,2023-10-10,Google Ads,4017,1832,55,45,14400
2720,2023-04-20,Email,2586,2046,386,232,45008
2721,2023-11-17,Facebook,5570,1915,1557,683,392042
2722,2023-03-30,Organic,1715,412,44,22,2728
2723,2023-08-30,Google Ads,6950,452,223,60,6060
2724,2023-06-03,Google Ads,4658,3399,686,314,305208
2725,2023-03-28,Google Ads,7736,2775,693,376,230112
2726,2023-08-17,Email,1953,133,4,1,438
2727,2023-10-27,Email,4560,2919,2564,829,599367
2728,2023-04-21,Email,1827,517,181,71,56445
2729,2023-03-11,Organic,4581,2201,1612,1487,356880
2730,2023-12-27,Facebook,4794,4566,1888,1729,1004549
2731,2023-01-15,LinkedIn,8402,3149,2600,2385,1373760
2732,2023-08-02,Organic,6697,765,716,286,100100
2733,2023-10-10,Facebook,8166,7356,503,388,77600
2734,2023-09-28,LinkedIn,1321,973,880,724,191136
2735,2023-08-22,LinkedIn,7134,5005,2557,1657,516984
2736,2023-07-27,Facebook,7737,6215,3689,1468,273048
2737,2023-12-07,Google Ads,9697,2264,1870,1517,232101
2738,2023-08-24,LinkedIn,8129,5089,355,350,70700
2739,2023-04-09,Google Ads,7355,3382,846,611,185133
2740,2023-09-22,Google Ads,2682,1597,586,292,72708
2741,2023-02-12,Google Ads,1648,366,216,136,122672
2742,2023-08-01,Facebook,7011,2155,684,625,439375
2743,2023-07-05,Email,6829,6022,4730,2122,833946
2744,2023-02-26,Organic,5199,2599,1681,1577,1004549
2745,2023-10-19,Email,3365,928,42,14,7028
2746,2023-03-30,Facebook,2546,2302,2271,1615,1182180
2747,2023-01-06,LinkedIn,8173,7500,7110,625,298750
2748,2023-05-30,LinkedIn,6980,724,192,131,50304
2749,2023-10-07,Email,8965,6825,2316,1105,227630
2750,2023-08-05,Google Ads,1694,1478,500,394,367208
2751,2023-04-12,Google Ads,9221,7586,7339,6022,1276664
2752,2023-08-01,Facebook,8679,8374,1946,850,444550
2753,2023-12-13,Organic,3585,2787,2022,1914,377058
2754,2023-06-13,Google Ads,9322,7532,6940,934,206414
2755,2023-07-27,Google Ads,8075,3672,2682,899,186992
2756,2023-11-27,Google Ads,4514,2976,1776,224,194432
2757,2023-10-14,Email,4129,1694,1011,427,116571
2758,2023-10-31,Facebook,8613,6228,1022,607,378161
2759,2023-01-09,LinkedIn,4915,3189,3168,2450,1624350
2760,2023-10-12,Facebook,1734,403,309,219,61758
2761,2023-03-11,Facebook,6863,5607,3904,3287,1413410
2762,2023-09-13,Google Ads,7545,371,302,30,9900
2763,2023-12-17,LinkedIn,1894,275,35,7,1568
2764,2023-08-10,LinkedIn,6176,5172,1929,443,130685
2765,2023-12-15,Organic,2949,2785,1677,1338,1082442
2766,2023-05-10,Organic,1458,937,633,2,752
2767,2023-03-01,Organic,7131,824,137,125,66250
2768,2023-03-22,Organic,7110,526,249,143,106392
2769,2023-12-25,Facebook,5539,1464,1160,527,218705
2770,2023-08-28,Email,6569,3916,1739,216,176040
2771,2023-06-16,Organic,1531,262,16,1,290
2772,2023-10-03,Google Ads,5715,2736,1725,995,520385
2773,2023-10-16,Facebook,5949,3751,1702,1597,1218511
2774,2023-10-26,LinkedIn,8005,4410,3533,407,354090
2775,2023-03-15,Organic,3318,3050,2498,973,231574
2776,2023-08-13,Organic,4743,1662,500,249,77937
2777,2023-09-09,LinkedIn,2711,2358,1842,1396,684040
2778,2023-12-19,Organic,3949,168,5,1,268
