CustomerID,SignupDate,LastActiveDate,SubscriptionType,MonthlyFee,TotalMonthsActive,Churned
CUST_00796,2022-05-11,2022-05-11,Standard,78.46,6,Yes
CUST_00797,2023-02-05,2023-03-10,Premium,100.92,19,Yes
CUST_00798,2023-09-19,2024-02-29,Standard,66.97,8,Yes
CUST_00799,2022-05-25,2022-07-03,Standard,57.14,11,Yes
CUST_00800,2022-06-21,2022-09-19,Standard,74.65,21,Yes
CUST_00801,2023-10-17,2024-09-24,Premium,116.8,24,Yes
CUST_00802,2022-08-03,2023-01-27,Standard,52.03,8,Yes
CUST_00803,2022-04-21,2022-04-22,Standard,51.44,24,Yes
CUST_00804,2023-03-06,2023-06-19,Standard,64.79,6,Yes
CUST_00805,2022-12-26,2024-01-14,Standard,53.04,18,Yes
CUST_00806,2023-08-15,2024-04-01,Standard,54.88,21,Yes
CUST_00807,2022-02-04,2022-02-14,Basic,26.37,10,Yes
CUST_00808,2022-03-17,2022-06-12,Basic,37.76,11,Yes
CUST_00809,2022-03-18,2022-06-21,Basic,26.76,18,Yes
CUST_00810,2023-05-10,2023-06-10,Premium,115.88,23,Yes
CUST_00811,2022-06-18,2023-09-05,Premium,99.43,20,Yes
CUST_00812,2022-12-06,2023-01-23,Basic,28.19,7,Yes
CUST_00813,2023-07-08,2023-11-29,Premium,107.84,9,Yes
CUST_00814,2022-02-20,2022-12-09,Basic,30.99,13,Yes
CUST_00815,2022-06-07,2022-06-30,Standard,50.11,2,Yes
CUST_00816,2022-10-29,2024-07-30,Basic,32.0,22,Yes
CUST_00817,2022-04-10,2022-04-16,Basic,23.42,1,Yes
CUST_00818,2022-03-25,2023-05-31,Standard,53.47,16,Yes
CUST_00819,2023-04-28,2024-07-29,Standard,69.83,16,Yes
CUST_00820,2023-10-20,2024-11-19,Basic,23.7,18,Yes
CUST_00821,2023-01-14,2023-05-08,Standard,51.34,6,Yes
CUST_00822,2023-04-22,2023-08-15,Standard,75.11,9,Yes
CUST_00823,2022-03-05,2022-03-29,Premium,95.14,5,Yes
CUST_00824,2023-07-09,2024-07-30,Standard,67.69,14,Yes
CUST_00825,2022-03-04,2022-11-26,Premium,115.12,13,Yes
CUST_00826,2023-12-05,2024-09-23,Premium,142.9,16,Yes
CUST_00827,2022-11-03,2022-12-23,Standard,77.08,3,Yes
CUST_00828,2022-02-05,2022-11-24,Premium,144.03,17,Yes
CUST_00829,2023-11-25,2024-04-23,Premium,97.22,20,Yes
CUST_00830,2022-06-27,2022-08-20,Standard,74.25,6,Yes
CUST_00831,2022-02-13,2022-03-25,Basic,39.77,14,Yes
CUST_00832,2022-07-26,2022-12-24,Standard,75.02,21,Yes
CUST_00833,2022-11-24,2023-01-31,Standard,52.61,24,Yes
CUST_00834,2023-02-11,2024-01-10,Premium,141.4,18,Yes
CUST_00835,2023-04-15,2023-05-10,Premium,132.02,1,Yes
CUST_00836,2023-06-20,2023-08-16,Premium,114.87,14,Yes
CUST_00837,2023-08-04,2023-11-14,Basic,38.5,19,Yes
CUST_00838,2022-04-14,2023-01-13,Premium,142.81,10,Yes
CUST_00839,2022-09-28,2023-08-29,Standard,64.57,13,Yes
CUST_00840,2023-04-30,2023-05-11,Premium,106.52,2,Yes
CUST_00841,2023-09-26,2024-11-10,Basic,20.78,20,Yes
CUST_00842,2023-12-09,2023-12-21,Standard,72.37,8,Yes
CUST_00843,2023-01-17,2023-01-27,Standard,74.52,1,Yes
CUST_00844,2022-11-15,2023-07-24,Standard,75.75,9,Yes
CUST_00845,2022-04-11,2022-05-15,Premium,108.03,8,Yes
CUST_00846,2023-03-30,2023-08-14,Premium,133.73,11,Yes
CUST_00847,2023-10-24,2023-11-17,Premium,116.5,3,Yes
CUST_00848,2023-05-12,2024-07-29,Standard,61.22,17,Yes
CUST_00849,2023-06-12,2023-06-28,Basic,26.22,6,Yes
CUST_00850,2023-02-18,2023-07-02,Premium,142.76,5,Yes
CUST_00851,2022-06-27,2022-08-17,Basic,36.74,7,Yes
CUST_00852,2022-02-03,2022-02-28,Basic,38.36,15,Yes
CUST_00853,2022-07-23,2023-01-27,Premium,139.41,9,Yes
CUST_00854,2023-02-11,2023-06-17,Premium,130.87,21,Yes
CUST_00855,2023-01-17,2023-11-17,Basic,28.92,16,Yes
CUST_00856,2023-08-24,2024-08-16,Standard,60.33,18,Yes
CUST_00857,2023-12-07,2024-01-12,Standard,50.82,3,Yes
CUST_00858,2022-06-16,2023-01-21,Basic,37.14,19,Yes
CUST_00859,2022-08-19,2023-03-18,Premium,106.15,22,Yes
CUST_00860,2023-06-10,2023-07-07,Standard,73.41,1,Yes
CUST_00861,2022-01-10,2023-04-21,Premium,97.94,16,Yes
CUST_00862,2023-09-08,2023-09-15,Basic,25.05,1,Yes
CUST_00863,2023-12-31,2025-10-19,Standard,58.26,23,Yes
CUST_00864,2022-12-24,2023-05-02,Standard,56.55,15,Yes
CUST_00865,2023-11-25,2025-01-20,Standard,68.71,17,Yes
CUST_00866,2022-04-15,2022-05-01,Premium,149.97,1,Yes
CUST_00867,2023-07-29,2025-03-28,Standard,68.27,21,Yes
CUST_00868,2023-12-02,2024-02-01,Standard,51.92,4,Yes
CUST_00869,2023-10-18,2024-03-07,Standard,57.83,11,Yes
CUST_00870,2023-10-30,2024-02-03,Premium,99.0,10,Yes
CUST_00871,2022-02-28,2023-04-17,Basic,33.21,20,Yes
CUST_00872,2022-05-24,2022-06-19,Premium,129.32,24,Yes
CUST_00873,2022-09-23,2023-04-18,Standard,61.65,14,Yes
CUST_00874,2023-08-21,2025-03-28,Basic,36.32,23,Yes
CUST_00875,2022-08-16,2024-02-14,Standard,69.15,22,Yes
CUST_00876,2023-11-19,2024-08-04,Standard,59.01,12,Yes
CUST_00877,2023-11-05,2024-05-08,Basic,25.88,18,Yes
CUST_00878,2022-05-12,2023-01-31,Standard,71.76,24,Yes
CUST_00879,2022-07-07,2023-06-15,Premium,129.27,22,Yes
CUST_00880,2022-12-30,2023-07-08,Basic,37.43,8,Yes
CUST_00881,2022-12-06,2023-04-18,Standard,67.57,12,Yes
CUST_00882,2022-05-01,2022-05-28,Standard,75.99,16,Yes
CUST_00883,2023-08-18,2023-10-29,Premium,118.33,20,Yes
CUST_00884,2023-05-28,2023-09-16,Basic,33.61,4,Yes
CUST_00885,2022-11-02,2022-11-29,Premium,142.25,14,Yes
CUST_00886,2022-05-21,2022-08-16,Basic,28.18,7,Yes
CUST_00887,2023-04-14,2023-07-03,Premium,141.74,5,Yes
CUST_00888,2022-03-24,2022-09-10,Basic,32.62,16,Yes
CUST_00889,2022-11-17,2023-01-15,Basic,20.09,21,Yes
CUST_00890,2022-08-03,2022-12-28,Standard,72.93,6,Yes
CUST_00891,2022-04-01,2022-07-21,Standard,69.0,5,Yes
CUST_00892,2023-03-16,2023-09-28,Standard,50.14,16,Yes
CUST_00893,2022-07-24,2023-08-10,Premium,147.0,24,Yes
CUST_00894,2023-06-28,2023-07-02,Standard,70.3,7,Yes
CUST_00895,2022-09-12,2023-03-08,Premium,142.62,8,Yes
CUST_00896,2022-05-13,2022-07-01,Standard,65.1,4,Yes
CUST_00897,2022-06-21,2022-06-26,Standard,58.95,3,Yes
CUST_00898,2023-04-12,2024-09-25,Standard,67.89,24,Yes
CUST_00899,2023-03-21,2023-08-05,Standard,60.28,22,Yes
CUST_00900,2023-01-03,2023-02-14,Standard,78.44,7,Yes
CUST_00901,2022-01-20,2022-03-18,Standard,71.82,8,Yes
CUST_00902,2022-08-05,2022-08-27,Basic,31.79,24,Yes
CUST_00903,2022-05-07,2023-04-05,Basic,35.84,12,Yes
CUST_00904,2023-10-18,2023-11-11,Standard,67.82,9,Yes
CUST_00905,2023-11-09,2024-01-31,Basic,36.72,4,Yes
CUST_00906,2023-12-08,2024-01-30,Basic,28.89,4,Yes
CUST_00907,2023-07-15,2024-03-13,Basic,34.04,9,Yes
CUST_00908,2023-12-13,2025-09-18,Basic,20.19,22,Yes
CUST_00909,2023-11-09,2024-02-01,Standard,65.61,4,Yes
CUST_00910,2023-09-13,2024-01-31,Premium,115.13,23,Yes
CUST_00911,2023-06-08,2025-03-01,Basic,22.35,24,Yes
CUST_00912,2022-04-19,2022-07-29,Basic,32.18,16,Yes
CUST_00913,2023-06-20,2023-09-19,Standard,71.1,7,Yes
CUST_00914,2022-06-14,2022-07-19,Standard,64.89,2,Yes
CUST_00915,2023-12-06,2024-05-23,Basic,24.69,16,Yes
CUST_00916,2023-11-19,2023-12-03,Basic,36.7,3,Yes
CUST_00917,2023-05-21,2023-06-13,Premium,136.77,5,Yes
CUST_00918,2022-04-14,2022-08-10,Basic,29.14,9,Yes
CUST_00919,2022-09-28,2022-10-23,Standard,52.99,15,Yes
CUST_00920,2022-02-10,2022-08-13,Basic,36.03,10,Yes
CUST_00921,2023-03-13,2023-07-09,Standard,52.85,24,Yes
CUST_00922,2022-01-10,2022-02-22,Basic,26.57,5,Yes
CUST_00923,2023-09-29,2023-11-15,Standard,61.18,9,Yes
CUST_00924,2022-07-07,2022-08-27,Standard,62.01,4,Yes
CUST_00925,2022-10-06,2023-09-24,Standard,75.52,13,Yes
CUST_00926,2023-10-27,2023-11-24,Standard,53.98,6,Yes
CUST_00927,2022-03-02,2022-03-28,Premium,114.96,6,Yes
CUST_00928,2023-05-10,2024-07-31,Premium,100.88,19,Yes
CUST_00929,2023-01-03,2023-02-01,Standard,75.88,20,Yes
CUST_00930,2022-05-14,2023-08-28,Premium,119.29,16,Yes
CUST_00931,2023-03-28,2023-04-01,Standard,57.85,2,Yes
CUST_00932,2022-01-13,2023-07-04,Standard,73.03,23,Yes
CUST_00933,2023-08-02,2024-01-20,Premium,142.39,8,Yes
CUST_00934,2023-06-20,2025-03-14,Premium,95.71,23,Yes
CUST_00935,2022-09-12,2023-03-08,Premium,129.82,16,Yes
CUST_00936,2023-01-30,2023-06-21,Premium,143.52,5,Yes
CUST_00937,2022-02-25,2022-03-17,Premium,146.06,1,Yes
CUST_00938,2023-04-26,2024-07-14,Premium,99.92,16,Yes
CUST_00939,2022-11-25,2023-02-17,Standard,79.1,8,Yes
CUST_00940,2023-06-04,2023-10-22,Basic,32.87,8,Yes
CUST_00941,2022-08-29,2022-10-26,Standard,63.33,3,Yes
CUST_00942,2023-04-04,2023-06-06,Premium,116.82,3,Yes
CUST_00943,2023-05-25,2025-03-24,Basic,20.36,24,Yes
CUST_00944,2023-02-27,2023-04-03,Standard,66.47,2,Yes
CUST_00945,2023-09-11,2024-07-18,Basic,37.8,20,Yes
CUST_00946,2022-07-31,2023-11-10,Premium,147.02,21,Yes
CUST_00947,2022-02-25,2022-09-29,Standard,63.63,8,Yes
CUST_00948,2023-09-27,2025-01-23,Premium,133.0,20,Yes
CUST_00949,2023-04-09,2023-04-21,Standard,72.78,4,Yes
CUST_00950,2022-01-03,2022-07-03,Basic,36.6,11,Yes
CUST_00951,2023-07-15,2024-01-22,Standard,71.06,17,Yes
CUST_00952,2022-06-18,2022-08-28,Basic,36.44,16,Yes
CUST_00953,2023-02-24,2023-03-28,Premium,126.65,4,Yes
CUST_00954,2022-05-04,2022-08-22,Basic,29.14,13,Yes
CUST_00955,2022-12-13,2023-03-19,Basic,28.29,4,Yes
CUST_00956,2023-11-20,2024-03-25,Premium,136.33,19,Yes
CUST_00957,2023-04-14,2024-12-07,Standard,78.69,22,Yes
CUST_00958,2023-05-26,2023-06-11,Basic,34.72,1,Yes
CUST_00959,2023-03-20,2024-07-26,Premium,145.46,19,Yes
CUST_00960,2023-12-10,2024-06-04,Basic,34.61,19,Yes
CUST_00961,2022-04-17,2023-03-19,Basic,32.01,13,Yes
CUST_00962,2023-06-01,2024-01-01,Standard,79.39,13,Yes
CUST_00963,2022-09-12,2023-04-03,Premium,147.82,9,Yes
CUST_00964,2023-04-09,2023-05-14,Standard,62.38,5,Yes
CUST_00965,2023-06-09,2024-03-15,Premium,141.64,10,Yes
CUST_00966,2023-07-21,2024-02-28,Premium,102.05,21,Yes
CUST_00967,2022-10-25,2023-10-13,Premium,145.27,22,Yes
CUST_00968,2023-12-29,2024-06-28,Basic,30.08,21,Yes
CUST_00969,2023-10-15,2023-12-13,Premium,135.65,11,Yes
CUST_00970,2023-05-07,2024-07-07,Premium,130.45,19,Yes
CUST_00971,2022-10-20,2023-12-07,Premium,90.77,14,Yes
CUST_00972,2022-01-26,2022-04-10,Basic,21.06,13,Yes
CUST_00973,2022-07-24,2022-10-14,Basic,39.67,9,Yes
CUST_00974,2022-09-14,2022-09-29,Premium,131.44,5,Yes
CUST_00975,2022-07-28,2022-08-30,Standard,60.76,18,Yes
CUST_00976,2022-04-15,2023-11-11,Standard,75.95,20,Yes
CUST_00977,2023-10-25,2024-11-26,Premium,104.26,18,Yes
CUST_00978,2022-10-22,2024-09-01,Premium,92.82,23,Yes
CUST_00979,2023-02-01,2024-03-10,Standard,79.27,14,Yes
CUST_00980,2023-07-20,2023-07-20,Standard,72.31,2,Yes
CUST_00981,2023-09-28,2024-11-25,Basic,24.51,15,Yes
CUST_00982,2023-12-23,2025-10-16,Premium,112.06,23,Yes
CUST_00983,2023-07-14,2025-03-22,Premium,101.79,24,Yes
CUST_00984,2022-07-18,2023-03-04,Premium,100.65,10,Yes
CUST_00985,2022-03-18,2022-05-01,Premium,134.1,6,Yes
CUST_00986,2023-01-22,2023-02-18,Basic,25.58,2,Yes
CUST_00987,2022-05-14,2022-10-10,Standard,75.38,6,Yes
CUST_00988,2022-12-05,2023-12-03,Basic,38.75,15,Yes
CUST_00989,2022-06-07,2023-04-08,Basic,21.02,11,Yes
CUST_00990,2023-09-23,2024-07-27,Premium,119.43,22,Yes
CUST_00991,2023-07-18,2023-08-24,Premium,137.04,12,Yes
CUST_00992,2023-06-23,2023-08-09,Standard,65.62,8,Yes
CUST_00993,2022-06-13,2023-03-18,Premium,122.22,14,Yes
CUST_00994,2022-12-24,2023-08-07,Basic,24.27,8,Yes
CUST_00995,2022-12-06,2023-05-05,Standard,56.55,12,Yes
CUST_00996,2023-06-28,2024-04-10,Premium,139.42,16,Yes
CUST_00997,2022-01-10,2022-04-05,Premium,110.76,4,Yes
CUST_00998,2023-10-20,2024-06-25,Basic,39.18,20,Yes
CUST_00999,2022-11-25,2023-01-22,Premium,113.15,13,Yes
CUST_01000,2022-10-17,2022-11-15,Premium,121.01,1,Yes
CUST_01001,2023-06-11,2024-01-25,Standard,64.6,17,Yes
CUST_01002,2023-10-30,2024-01-20,Standard,65.42,7,Yes
CUST_01003,2022-06-21,2022-06-28,Basic,32.54,18,Yes
CUST_01004,2023-11-18,2024-06-23,Basic,37.3,21,Yes
CUST_01005,2022-04-17,2022-09-01,Standard,74.86,7,Yes
CUST_01006,2023-03-22,2023-06-03,Premium,134.81,21,Yes
CUST_01007,2022-01-25,2023-01-27,Basic,26.63,15,Yes
CUST_01008,2022-03-17,2022-03-28,Basic,35.88,2,Yes
CUST_01009,2022-03-14,2022-11-02,Premium,144.66,19,Yes
CUST_01010,2023-02-02,2023-12-21,Standard,62.13,15,Yes
CUST_01011,2022-01-18,2022-12-28,Standard,53.55,13,Yes
CUST_01012,2023-10-19,2025-07-13,Basic,21.26,24,Yes
CUST_01013,2023-08-23,2023-10-06,Premium,140.9,2,Yes
CUST_01014,2023-05-30,2023-07-06,Standard,73.61,4,Yes
CUST_01015,2023-09-14,2023-10-20,Standard,72.96,3,Yes
CUST_01016,2023-01-26,2023-12-30,Standard,50.92,13,Yes
CUST_01017,2023-07-01,2023-08-04,Basic,34.94,8,Yes
CUST_01018,2022-10-30,2023-03-26,Premium,107.88,21,Yes
CUST_01019,2023-10-26,2023-10-31,Premium,123.21,12,Yes
CUST_01020,2022-05-25,2022-05-30,Premium,90.3,4,Yes
CUST_01021,2023-02-08,2023-05-06,Premium,108.28,18,Yes
CUST_01022,2022-12-19,2023-04-03,Premium,144.34,7,Yes
CUST_01023,2022-05-26,2022-07-12,Premium,103.25,6,Yes
CUST_01024,2022-07-18,2022-08-10,Standard,70.13,4,Yes
CUST_01025,2022-02-25,2023-06-12,Premium,128.68,18,Yes
CUST_01026,2022-10-25,2023-01-01,Basic,25.01,22,Yes
CUST_01027,2023-08-18,2024-02-03,Basic,27.14,16,Yes
CUST_01028,2023-11-03,2023-11-28,Premium,107.11,8,Yes
CUST_01029,2022-07-18,2023-03-23,Basic,29.01,11,Yes
CUST_01030,2023-11-07,2024-09-01,Premium,99.14,10,Yes
CUST_01031,2023-01-09,2023-08-16,Premium,100.12,11,Yes
CUST_01032,2022-09-10,2023-03-11,Standard,72.19,8,Yes
CUST_01033,2022-10-11,2022-12-18,Standard,70.39,12,Yes
CUST_01034,2023-05-07,2023-12-21,Standard,60.76,15,Yes
CUST_01035,2023-05-14,2023-09-02,Standard,55.27,18,Yes
CUST_01036,2022-03-25,2022-06-04,Premium,143.48,9,Yes
CUST_01037,2022-09-27,2024-06-29,Basic,21.53,24,Yes
CUST_01038,2022-01-20,2022-12-09,Basic,20.62,17,Yes
CUST_01039,2023-08-16,2024-06-13,Premium,102.77,13,Yes
CUST_01040,2023-07-19,2024-03-16,Basic,33.08,9,Yes
CUST_01041,2023-01-10,2023-05-04,Basic,37.83,13,Yes
CUST_01042,2022-10-25,2023-02-20,Premium,120.07,5,Yes
CUST_01043,2023-02-11,2023-10-26,Basic,20.21,12,Yes
CUST_01044,2023-09-21,2024-03-08,Basic,35.14,22,Yes
CUST_01045,2023-04-02,2023-05-17,Basic,31.33,6,Yes
CUST_01046,2023-11-07,2024-03-09,Premium,146.35,5,Yes
CUST_01047,2022-08-13,2022-12-09,Basic,21.26,16,Yes
CUST_01048,2022-08-28,2022-10-09,Standard,56.2,2,Yes
CUST_01049,2023-02-02,2024-05-16,Standard,63.64,16,Yes
CUST_01050,2022-02-10,2023-01-07,Basic,22.06,21,Yes
CUST_01051,2023-10-11,2024-02-22,Premium,124.72,9,Yes
CUST_01052,2022-06-28,2023-05-28,Premium,112.71,13,Yes
CUST_01053,2023-11-01,2024-01-06,Premium,105.1,3,Yes
CUST_01054,2023-06-13,2023-12-10,Basic,36.34,13,Yes
CUST_01055,2023-05-14,2024-08-10,Standard,68.13,16,Yes
CUST_01056,2022-05-23,2022-08-15,Premium,103.8,15,Yes
CUST_01057,2023-10-21,2024-02-06,Premium,99.01,9,Yes
CUST_01058,2023-01-06,2023-05-07,Basic,33.22,20,Yes
CUST_01059,2022-12-05,2023-03-31,Standard,64.45,24,Yes
CUST_01060,2023-05-06,2023-10-04,Standard,54.84,7,Yes
CUST_01061,2022-01-23,2022-02-03,Standard,53.84,8,Yes
CUST_01062,2022-06-14,2022-10-23,Premium,92.35,5,Yes
CUST_01063,2022-05-31,2022-06-10,Premium,105.5,2,Yes
CUST_01064,2023-06-14,2024-04-15,Basic,39.38,13,Yes
CUST_01065,2022-01-20,2023-11-28,Premium,139.28,24,Yes
CUST_01066,2022-08-10,2023-06-16,Basic,39.86,15,Yes
CUST_01067,2022-06-24,2023-01-22,Standard,62.32,8,Yes
CUST_01068,2023-08-20,2024-01-26,Basic,33.19,6,Yes
CUST_01069,2022-06-21,2024-05-23,Standard,60.28,24,Yes
CUST_01070,2023-09-03,2023-11-12,Standard,56.89,19,Yes
CUST_01071,2022-05-16,2022-05-18,Standard,56.07,4,Yes
CUST_01072,2023-12-02,2024-02-16,Premium,126.33,14,Yes
CUST_01073,2023-05-03,2023-06-11,Basic,37.56,20,Yes
CUST_01074,2023-05-31,2023-06-11,Premium,118.93,4,Yes
CUST_01075,2023-09-10,2023-09-11,Basic,37.94,18,Yes
CUST_01076,2023-10-27,2024-07-20,Premium,115.24,14,Yes
CUST_01077,2023-12-16,2024-07-22,Basic,24.59,17,Yes
CUST_01078,2023-01-26,2023-11-23,Standard,74.14,12,Yes
CUST_01079,2023-08-13,2023-10-06,Premium,98.03,4,Yes
CUST_01080,2022-08-27,2022-10-02,Standard,67.95,3,Yes
CUST_01081,2023-02-23,2023-05-30,Premium,90.33,9,Yes
CUST_01082,2022-01-08,2023-06-27,Premium,97.07,19,Yes
CUST_01083,2023-01-20,2023-08-18,Basic,33.76,21,Yes
CUST_01084,2023-02-23,2023-04-18,Standard,54.64,12,Yes
CUST_01085,2023-08-23,2024-01-03,Premium,141.3,9,Yes
CUST_01086,2023-08-02,2024-06-10,Standard,58.27,12,Yes
CUST_01087,2023-02-11,2023-05-27,Premium,123.13,7,Yes
CUST_01088,2023-05-10,2023-08-12,Premium,123.55,6,Yes
CUST_01089,2022-09-17,2023-07-09,Standard,60.33,10,Yes
CUST_01090,2023-02-12,2023-07-03,Premium,141.3,24,Yes
CUST_01091,2022-05-02,2022-12-23,Premium,116.8,24,Yes
CUST_01092,2022-06-15,2022-07-12,Premium,120.5,4,Yes
CUST_01093,2023-07-18,2023-09-09,Standard,54.82,20,Yes
CUST_01094,2022-01-06,2022-01-24,Premium,118.3,3,Yes
CUST_01095,2023-03-22,2023-03-30,Premium,105.79,3,Yes
CUST_01096,2022-03-23,2022-04-30,Standard,71.73,20,Yes
CUST_01097,2023-09-21,2025-03-07,Standard,58.59,21,Yes
CUST_01098,2022-02-28,2022-08-10,Premium,119.66,6,Yes
CUST_01099,2022-07-26,2024-01-07,Basic,25.72,22,Yes
CUST_01100,2023-09-06,2024-05-27,Basic,33.97,17,Yes
CUST_01101,2022-06-23,2022-07-29,Premium,111.58,22,Yes
CUST_01102,2022-01-01,2022-01-23,Premium,149.81,6,Yes
CUST_01103,2022-12-28,2024-02-05,Standard,62.16,22,Yes
CUST_01104,2023-06-15,2023-07-08,Basic,34.07,1,Yes
CUST_01105,2023-07-17,2024-04-28,Basic,38.3,10,Yes
CUST_01106,2022-12-22,2023-04-16,Standard,68.19,9,Yes
CUST_01107,2023-04-11,2024-01-30,Basic,20.09,13,Yes
CUST_01108,2023-02-21,2023-04-16,Basic,31.17,17,Yes
CUST_01109,2022-10-29,2022-12-27,Premium,138.18,11,Yes
CUST_01110,2023-07-05,2024-03-17,Standard,70.83,19,Yes
CUST_01111,2023-07-31,2024-08-28,Standard,57.3,16,Yes
CUST_01112,2023-04-15,2024-07-29,Standard,76.9,22,Yes
CUST_01113,2023-05-09,2023-06-11,Basic,21.35,4,Yes
CUST_01114,2022-08-14,2023-04-06,Premium,138.01,22,Yes
CUST_01115,2022-12-28,2023-09-28,Standard,50.29,17,Yes
CUST_01116,2022-09-12,2022-10-29,Standard,61.97,10,Yes
CUST_01117,2022-12-17,2023-02-25,Premium,145.88,3,Yes
CUST_01118,2022-11-18,2023-03-09,Standard,76.83,12,Yes
CUST_01119,2022-07-07,2024-06-05,Standard,77.91,24,Yes
CUST_01120,2023-05-26,2023-12-16,Basic,24.7,24,Yes
CUST_01121,2022-09-29,2022-11-26,Basic,24.06,7,Yes
CUST_01122,2023-09-26,2023-12-14,Basic,35.58,12,Yes
CUST_01123,2022-03-22,2023-08-08,Basic,32.28,22,Yes
CUST_01124,2022-02-13,2022-08-22,Premium,127.24,16,Yes
CUST_01125,2023-08-12,2024-04-19,Standard,55.49,9,Yes
CUST_01126,2022-10-14,2023-02-04,Premium,135.01,13,Yes
CUST_01127,2022-02-25,2023-04-10,Basic,28.46,17,Yes
CUST_01128,2022-02-03,2022-07-30,Premium,113.62,17,Yes
CUST_01129,2022-06-28,2022-08-28,Premium,131.89,15,Yes
CUST_01130,2022-11-20,2022-11-28,Standard,50.35,23,Yes
CUST_01131,2023-01-24,2023-05-07,Basic,26.51,19,Yes
CUST_01132,2022-09-23,2023-02-10,Premium,105.77,6,Yes
CUST_01133,2023-04-28,2024-04-13,Standard,60.98,20,Yes
CUST_01134,2023-03-11,2023-06-26,Standard,71.02,7,Yes
CUST_01135,2023-01-09,2023-06-01,Standard,63.52,13,Yes
CUST_01136,2022-05-15,2023-01-04,Premium,138.85,19,Yes
CUST_01137,2022-10-04,2023-02-23,Premium,115.93,8,Yes
CUST_01138,2022-07-20,2022-08-27,Standard,64.19,5,Yes
CUST_01139,2022-06-30,2023-03-12,Basic,22.69,14,Yes
CUST_01140,2023-06-14,2024-05-02,Premium,137.12,18,Yes
CUST_01141,2022-09-14,2022-11-01,Standard,61.95,18,Yes
CUST_01142,2022-06-17,2022-06-30,Premium,138.83,2,Yes
CUST_01143,2023-10-07,2023-12-03,Standard,72.34,4,Yes
CUST_01144,2023-01-05,2023-10-18,Standard,66.72,12,Yes
CUST_01145,2022-12-19,2023-01-01,Standard,53.64,1,Yes
CUST_01146,2023-09-13,2024-02-07,Premium,124.55,7,Yes
CUST_01147,2023-07-06,2023-09-16,Premium,111.31,6,Yes
CUST_01148,2023-06-07,2024-07-07,Premium,134.19,16,Yes
CUST_01149,2023-01-26,2023-11-15,Basic,29.28,20,Yes
CUST_01150,2022-06-21,2023-06-01,Basic,28.44,21,Yes
CUST_01151,2023-08-09,2023-09-14,Premium,94.75,13,Yes
CUST_01152,2022-08-22,2023-01-31,Standard,69.59,11,Yes
CUST_01153,2022-10-01,2023-11-09,Premium,106.27,20,Yes
CUST_01154,2023-01-07,2024-08-30,Standard,65.63,24,Yes
CUST_01155,2023-02-28,2023-04-16,Standard,75.63,6,Yes
CUST_01156,2022-08-29,2023-05-13,Basic,38.81,22,Yes
CUST_01157,2022-03-23,2022-05-04,Premium,113.82,7,Yes
CUST_01158,2022-03-07,2022-12-12,Basic,21.08,16,Yes
CUST_01159,2023-06-21,2023-07-04,Standard,57.87,3,Yes
CUST_01160,2022-03-28,2023-05-01,Basic,26.19,21,Yes
CUST_01161,2022-10-18,2023-09-03,Basic,22.53,15,Yes
CUST_01162,2022-06-24,2022-06-25,Premium,129.81,1,Yes
CUST_01163,2023-05-03,2024-07-21,Standard,66.22,15,Yes
CUST_01164,2023-07-16,2023-09-23,Standard,79.09,15,Yes
CUST_01165,2023-07-07,2023-12-05,Premium,125.86,6,Yes
CUST_01166,2023-10-14,2025-01-01,Premium,121.41,19,Yes
CUST_01167,2023-07-01,2023-12-25,Premium,118.9,10,Yes
CUST_01168,2022-04-02,2022-09-06,Basic,27.32,15,Yes
CUST_01169,2022-06-09,2022-06-14,Standard,50.0,10,Yes
CUST_01170,2022-12-19,2023-08-16,Basic,30.7,10,Yes
CUST_01171,2023-05-19,2023-10-19,Premium,90.55,16,Yes
CUST_01172,2022-10-27,2023-06-20,Standard,73.9,20,Yes
CUST_01173,2023-01-18,2023-05-03,Premium,142.93,7,Yes
CUST_01174,2023-02-09,2023-03-22,Standard,71.45,8,Yes
CUST_01175,2023-02-04,2023-05-27,Premium,105.78,13,Yes
CUST_01176,2023-10-03,2024-02-12,Standard,72.94,8,Yes
CUST_01177,2023-12-12,2024-09-15,Premium,107.08,22,Yes
CUST_01178,2023-06-29,2024-01-26,Premium,101.28,9,Yes
CUST_01179,2022-07-06,2022-09-18,Basic,22.21,5,Yes
CUST_01180,2023-09-25,2024-02-11,Standard,71.01,15,Yes
CUST_01181,2022-07-12,2022-07-21,Standard,54.56,11,Yes
CUST_01182,2022-01-23,2022-02-18,Premium,106.93,6,Yes
CUST_01183,2023-03-25,2023-04-02,Basic,24.66,24,Yes
CUST_01184,2022-01-16,2022-05-07,Basic,26.84,16,Yes
CUST_01185,2023-05-26,2024-01-18,Standard,70.91,12,Yes
CUST_01186,2022-12-05,2022-12-23,Basic,21.12,3,Yes
CUST_01187,2022-03-15,2023-07-09,Standard,55.45,18,Yes
CUST_01188,2023-01-26,2023-01-29,Standard,79.24,1,Yes
CUST_01189,2022-09-12,2023-04-26,Premium,104.83,13,Yes
CUST_01190,2022-07-23,2023-08-03,Basic,35.42,15,Yes
CUST_01191,2023-11-13,2024-03-13,Premium,113.35,7,Yes
CUST_01192,2022-11-27,2023-05-07,Standard,71.85,6,Yes
CUST_01193,2023-07-17,2023-09-17,Premium,105.2,17,Yes
